Timestamp,Temp_mC,Freq_kHz
2026-03-27 21:32:38,35000,3721675
2026-03-27 21:32:43,47000,3200000
2026-03-27 21:32:48,49000,3300000
2026-03-27 21:32:53,51000,3200085
2026-03-27 21:32:58,51000,3199996
2026-03-27 21:33:03,53000,3200000
2026-03-27 21:33:08,54000,3200000
2026-03-27 21:33:13,54000,3559879
2026-03-27 21:33:18,54000,3200074
2026-03-27 21:33:23,55000,3200146
2026-03-27 21:33:28,55000,3200133
2026-03-27 21:33:33,55000,3200000
2026-03-27 21:33:38,56000,3200000
2026-03-27 21:33:43,58000,3200087
2026-03-27 21:33:48,57000,3200000
2026-03-27 21:33:53,58000,3200000
2026-03-27 21:33:58,58000,3199934
2026-03-27 21:34:03,58000,3300000
2026-03-27 21:34:08,58000,3258989
2026-03-27 21:34:13,57000,3200000
2026-03-27 21:34:18,57000,3199920
2026-03-27 21:34:23,58000,3300000
2026-03-27 21:34:28,58000,3199928
2026-03-27 21:34:33,58000,3200000
2026-03-27 21:34:38,58000,3199917
2026-03-27 21:34:43,57000,3200000
2026-03-27 21:34:48,58000,3200000
2026-03-27 21:34:53,58000,3200076
2026-03-27 21:34:58,58000,3200000
2026-03-27 21:35:03,58000,3200000
2026-03-27 21:35:08,58000,3199911
2026-03-27 21:35:13,55000,3200000
2026-03-27 21:35:18,55000,3199878
2026-03-27 21:35:23,54000,3194975
2026-03-27 21:35:28,54000,3200000
2026-03-27 21:35:34,53000,3200000
2026-03-27 21:35:39,54000,3199944
2026-03-27 21:35:44,54000,3300068
2026-03-27 21:35:49,54000,3200000
2026-03-27 21:35:54,55000,3200095
2026-03-27 21:35:59,55000,3200000
2026-03-27 21:36:04,55000,3199923
2026-03-27 21:36:09,55000,3200000
2026-03-27 21:36:14,55000,3200000
2026-03-27 21:36:19,54000,3200000
2026-03-27 21:36:24,55000,3200000
2026-03-27 21:36:29,55000,3200003
2026-03-27 21:36:34,54000,3300066
2026-03-27 21:36:39,54000,3200000
2026-03-27 21:36:44,55000,3200000
2026-03-27 21:36:49,56000,3200000
2026-03-27 21:36:54,55000,3299908
2026-03-27 21:36:59,56000,3200000
2026-03-27 21:37:04,56000,3200000
2026-03-27 21:37:09,57000,3200000
2026-03-27 21:37:14,58000,3200102
2026-03-27 21:37:19,59000,3200123
2026-03-27 21:37:24,59000,3200000
2026-03-27 21:37:29,58000,3200000
2026-03-27 21:37:34,59000,3200000
2026-03-27 21:37:39,59000,3200102
2026-03-27 21:37:44,57000,3200000
2026-03-27 21:37:49,59000,3200000
2026-03-27 21:37:54,60000,3199794
2026-03-27 21:37:59,59000,3200001
2026-03-27 21:38:04,60000,3199879
2026-03-27 21:38:09,59000,3199908
2026-03-27 21:38:14,58000,3200000
2026-03-27 21:38:19,58000,3200086
2026-03-27 21:38:24,59000,3200000
2026-03-27 21:38:29,59000,3200138
2026-03-27 21:38:34,58000,3200000
2026-03-27 21:38:39,59000,3200123
2026-03-27 21:38:44,60000,3200000
2026-03-27 21:38:49,60000,3200000
2026-03-27 21:38:54,60000,3200000
2026-03-27 21:38:59,60000,3200127
2026-03-27 21:39:05,60000,3200000
2026-03-27 21:39:10,60000,3199998
2026-03-27 21:39:15,59000,3200000
2026-03-27 21:39:20,59000,3200000
2026-03-27 21:39:25,60000,3200131
2026-03-27 21:39:30,60000,3200000
2026-03-27 21:39:35,60000,3199900
2026-03-27 21:39:40,60000,3200000
2026-03-27 21:39:45,59000,3200000
2026-03-27 21:39:50,60000,3200000
2026-03-27 21:39:55,60000,3200000
2026-03-27 21:40:00,60000,3200000
2026-03-27 21:40:05,60000,3200000
2026-03-27 21:40:10,60000,3200001
2026-03-27 21:40:15,58000,3200000
2026-03-27 21:40:20,57000,3199900
2026-03-27 21:40:25,58000,3199752
2026-03-27 21:40:30,56000,3199997
2026-03-27 21:40:35,56000,3199910
2026-03-27 21:40:40,58000,3200000
2026-03-27 21:40:45,57000,3200192
